"Name","_wandb","val/loss"
"gpt2-lg-owt-adamw-1337","","3.3101556301116943"
"gpt2-owt-learn-stitch-l_3-adamw7-adamw9_head7","","5.275170803070068"
"gpt2-owt-learn-stitch-l_6-adamw7-adamw9_head7","","4.785333156585693"
"gpt2-owt-learn-stitch-l_11-adamw7-adamw9_head7","","3.7290990352630615"
"gpt2-lg-owt-adamw-1339","","3.567199945449829"
