"Name","_wandb","val/loss"
"gpt2-lg-owt-adamw-1337","","3.3101556301116943"
"gpt2-owt-learn-stitch-l_3-adamw7-adamw9","","4.653972148895264"
"gpt2-owt-learn-stitch-l_6-adamw7-adamw9","","5.473865985870361"
"gpt2-owt-learn-stitch-l_11-adamw7-adamw9","","5.873038291931152"
"gpt2-lg-owt-adamw-1339","","3.567199945449829"
